id,DRAFTID,CombineID,Year,Name,FirstName,LastName,Position,HeightInchesTotal,HeightFeet,HeightInches,Weight(LBS),ArmLength(Inches),HandsSize(Inches),FortyYardDash,TwentyYardDashSplit,TenYardDashSplit,TwentyYardShuttle,ThreeConeDrill,VerticalJump,BroadJump,BenchPressReps,DraftRound,College,PickRound,PickTotal,Wonderlic
12727,20006182,JenoJames20006,2000,Jeno James,Jeno,James,OG,75,6,3,320,,,5.62,,,5.22,,25.5,94,24,6,Auburn,16,182,
12728,,RyanJohanningmeier2000,2000,Ryan Johanningmeier,Ryan,Johanningmeier,OG,78,6,6,310,,,5.25,,,4.66,,29,107,,,,,,
12729,20005138,MattJohnson20005,2000,Matt Johnson,Matt,Johnson,OG,76,6,4,345,,,5.56,,,4.99,,28,99,35,5,Brigham Young,9,138,
12730,2000382,LeanderJordan20003,2000,Leander Jordan,Leander,Jordan,OG,76,6,4,330,,,5.46,,,4.76,,31,104,25,3,Indiana (PA),20,82,
12731,20007220,AndrewKline20007,2000,Andrew Kline,Andrew,Kline,OG,74,6,2,305,,,5.43,,,4.6,,28,103,26,7,San Diego State,14,220,
12732,,NoelLaMontagne2000,2000,Noel LaMontagne,Noel,LaMontagne,OG,76,6,4,299,,,5.09,,,,,,,21,,,,,
12733,20005148,RichardMercier20005,2000,Richard Mercier,Richard,Mercier,OG,75,6,3,295,,,5.39,,,4.78,,26,97,18,5,Miami (FL),19,148,
12734,20004129,MichaelMoore20004,2000,Michael Moore,Michael,Moore,OG,75,6,3,320,,,5.45,,,5.06,,24.5,94,34,4,Troy,35,129,
12735,,RogerRoesler2000,2000,Roger Roesler,Roger,Roesler,OG,78,6,6,314,,,5.31,,,4.76,,29.5,101,25,,,,,
12736,20007207,ManuiaSavea20007,2000,Manuia Savea,Manuia,Savea,OG,74,6,2,308,,,5.34,,,,,25,92,24,7,Arizona,1,207,
12737,20007224,MarkTauscher20007,2000,Mark Tauscher,Mark,Tauscher,OG,76,6,4,318,,,5.37,,,4.84,,27,90,22,7,Wisconsin,18,224,
12738,20007222,JasonThomas20007,2000,Jason Thomas,Jason,Thomas,OG,76,6,4,300,,,5.22,,,,,29.5,100,23,7,Hampton,16,222,23
12739,,RyanTujague2000,2000,Ryan Tujague,Ryan,Tujague,OG,77,6,5,297,,,5.16,,,4.95,,27,96,21,,,,,
12740,,AndyVincent2000,2000,Andy Vincent,Andy,Vincent,OG,76,6,4,306,,,5.2,,,4.42,,28.5,108,14,,,,,
12741,,CoreyAtkins2000,2000,Corey Atkins,Corey,Atkins,OLB,73,6,1,237,,,4.72,,,4.39,,31,112,21,,,,,
12742,2000130,KeithBulluck20001,2000,Keith Bulluck,Keith,Bulluck,OLB,75,6,3,244,,,4.47,,,4.13,,38,119,,1,Syracuse,30,30,
12743,20005149,KabeerGbaja-Biamila20005,2000,Kabeer Gbaja-Biamila,Kabeer,Gbaja-Biamila,OLB,76,6,4,243,,,4.65,,,4.28,,34,120,21,5,San Diego State,20,149,
12744,2000240,IanGold20002,2000,Ian Gold,Ian,Gold,OLB,73,6,1,221,,,4.56,,,4.19,,33,115,21,2,Michigan,9,40,
12745,2000250,BarrettGreen20002,2000,Barrett Green,Barrett,Green,OLB,73,6,1,233,,,4.56,,,,,36,120,22,2,West Virginia,19,50,
12746,20005137,ClarkHaggans20005,2000,Clark Haggans,Clark,Haggans,OLB,76,6,4,253,,,4.97,,,4.21,,31.5,109,20,5,Colorado State,8,137,
12747,20006177,DhaniJones20006,2000,Dhani Jones,Dhani,Jones,OLB,73,6,1,240,,,4.68,,,,,,,29,6,Michigan,11,177,
12748,,FredJones2000,2000,Fred Jones,Fred,Jones,OLB,74,6,2,247,,,4.95,,,4.39,,32,113,17,,,,,
12749,2000389,CoreyMoore20003,2000,Corey Moore,Corey,Moore,OLB,71,5,11,223,,,4.6,,,,,,,21,3,Virginia Tech,27,89,
12750,,CedricPittman2000,2000,Cedric Pittman,Cedric,Pittman,OLB,75,6,3,261,,,4.9,,,4.52,,30.5,111,20,,,,,
12751,20007251,DaShonPolk20007,2000,DaShon Polk,DaShon,Polk,OLB,74,6,2,233,,,4.75,,,4.45,,32,111,18,7,Arizona,45,251,
12752,20007215,SekouSanyika20007,2000,Sekou Sanyika,Sekou,Sanyika,OLB,75,6,3,241,,,4.75,,,4.38,,32.5,111,21,7,California,9,215,
12753,2000367,MarkSimoneau20003,2000,Mark Simoneau,Mark,Simoneau,OLB,73,6,1,237,,,4.6,,,4.09,,36,117,24,3,Kansas State,5,67,
12754,20006184,ShannonTaylor20006,2000,Shannon Taylor,Shannon,Taylor,OLB,75,6,3,249,,,4.65,,,,,34.5,115,,6,Virginia,18,184,
12755,200019,BrianUrlacher20001,2000,Brian Urlacher,Brian,Urlacher,OLB,76,6,4,258,,,4.59,,,4.18,,34,122,27,1,New Mexico,9,9,
12756,2000259,MarcusWashington20002,2000,Marcus Washington,Marcus,Washington,OLB,75,6,3,252,,,4.67,,,4.49,,35,118,,2,Auburn,28,59,
12757,20004106,AntonioWilson20004,2000,Antonio Wilson,Antonio,Wilson,OLB,74,6,2,245,,,4.56,,,,,,,11,4,Texas A&M-Commerce,12,106,
12758,20006188,DarnellAlford20006,2000,Darnell Alford,Darnell,Alford,OT,76,6,4,334,,,5.56,,,4.98,,25,94,23,6,Boston College,22,188,
12759,20007247,MarkBaniewicz20007,2000,Mark Baniewicz,Mark,Baniewicz,OT,78,6,6,312,,,5.34,,,4.73,,28,96,20,7,Syracuse,41,247,
12760,20004123,JoeyChustz20004,2000,Joey Chustz,Joey,Chustz,OT,79,6,7,304,,,5.08,,,4.65,,31,103,28,4,Louisiana Tech,29,123,
12761,2000244,ChadClifton20002,2000,Chad Clifton,Chad,Clifton,OT,77,6,5,334,,,5.05,,,4.73,,30.5,102,24,2,Tennessee,13,44,
12762,,KurthConnell2000,2000,Kurth Connell,Kurth,Connell,OT,76,6,4,291,,,5.49,,,4.84,,33,103,27,,,,,
12763,,JonathanGray2000,2000,Jonathan Gray,Jonathan,Gray,OT,76,6,4,338,,,5.85,,,,,23,94,20,,,,,
12764,2000246,AdrianKlemm20002,2000,Adrian Klemm,Adrian,Klemm,OT,76,6,4,307,,,4.98,,,,,,,24,2,Hawaii,15,46,
12765,2000120,StockarMcDougle20001,2000,Stockar McDougle,Stockar,McDougle,OT,77,6,5,361,,,5.5,,,,,,,24,1,Oklahoma,20,20,
12766,2000122,ChrisMcIntosh20001,2000,Chris McIntosh,Chris,McIntosh,OT,79,6,7,315,,,5.39,,,,,,,28,1,Wisconsin,22,22,
12767,2000383,DamionMcIntosh20003,2000,Damion McIntosh,Damion,McIntosh,OT,76,6,4,328,,,5.31,,,4.71,,26,97,23,3,Kansas State,21,83,
12768,,KualanaNoa2000,2000,Kualana Noa,Kualana,Noa,OT,76,6,4,317,,,5.35,,,4.74,,25.5,98,27,,,,,
12769,,ChaseRaynock2000,2000,Chase Raynock,Chase,Raynock,OT,78,6,6,308,,,5.5,,,5,,25,94,22,,,,,
12770,20005131,TutanReyes20005,2000,Tutan Reyes,Tutan,Reyes,OT,75,6,3,299,,,5.37,,,4.88,,26.5,99,20,5,Mississippi,2,131,
12771,20004127,GregRobinson-Randall20004,2000,Greg Robinson-Randall,Greg,Robinson-Randall,OT,78,6,6,333,,,5.59,,,5.13,,26,95,22,4,Michigan State,33,127,
12772,20007237,WesShivers20007,2000,Wes Shivers,Wes,Shivers,OT,78,6,6,318,,,5.65,,,4.81,,22.5,98,18,7,Mississippi State,31,237,
12773,2000238,MarvelSmith20002,2000,Marvel Smith,Marvel,Smith,OT,77,6,5,320,,,5.37,,,4.83,,27.5,100,24,2,Arizona State,7,38,
12774,20004100,MichaelThompson20004,2000,Michael Thompson,Michael,Thompson,OT,77,6,5,305,,,5.28,,,4.73,,26,104,16,4,Tennessee State,6,100,
12775,2000253,ToddWade20002,2000,Todd Wade,Todd,Wade,OT,80,6,8,326,,,5.22,,,4.68,,27.5,101,29,2,Mississippi,22,53,
12776,,BobbyWilliams2000,2000,Bobby Williams,Bobby,Williams,OT,76,6,4,332,,,5.31,,,4.72,,29,97,28,,,,,
12777,20006199,TomBrady20006,2000,Tom Brady,Tom,Brady,QB,77,6,5,211,,,5.28,,,4.38,7.2,24.5,99,,6,Michigan,33,199,33
12778,,TravisBrown2000,2000,Travis Brown,Travis,Brown,QB,76,6,4,218,,,5.01,,,4.87,,29,101,,,,,,35
12779,20006168,MarcBulger20006,2000,Marc Bulger,Marc,Bulger,QB,74,6,2,208,,,4.97,,,4.34,,,100,,6,West Virginia,2,168,29
12780,,BillBurke2000,2000,Bill Burke,Bill,Burke,QB,76,6,4,206,,,5.03,,,4.42,,28.5,107,,,,,,30
12781,2000365,GiovanniCarmazzi20003,2000,Giovanni Carmazzi,Giovanni,Carmazzi,QB,75,6,3,224,,,4.74,,,4.23,,36.5,119,,3,Hofstra,3,65,32
12782,,KevinFeterik2000,2000,Kevin Feterik,Kevin,Feterik,QB,71,5,11,207,,,4.92,,,4.45,,31,106,,,,,,18
12783,,JustinFuente2000,2000,Justin Fuente,Justin,Fuente,QB,74,6,2,225,,,5.22,,,4.42,,27.5,100,,,,,,33
12784,20007234,JoeHamilton20007,2000,Joe Hamilton,Joe,Hamilton,QB,70,5,10,192,,,4.81,,,,,,106,,7,Georgia Tech,28,234,18
12785,20006202,ToddHusak20006,2000,Todd Husak,Todd,Husak,QB,75,6,3,216,,,5.2,,,4.41,,27.5,99,,6,Stanford,36,202,39
12786,20007214,JariousJackson20007,2000,Jarious Jackson,Jarious,Jackson,QB,73,6,1,226,,,4.68,,,,,,109,,7,Notre Dame,8,214,18
12787,,DougJohnson2000,2000,Doug Johnson,Doug,Johnson,QB,75,6,3,226,,,4.95,,,,,29.5,96,,,,,,28
12788,,SeanKeenan2000,2000,Sean Keenan,Sean,Keenan,QB,75,6,3,202,,,5.03,,,4.41,,25.5,95,,,,,,32
12789,,TimLester2000,2000,Tim Lester,Tim,Lester,QB,73,6,1,202,,,5.02,,,4.24,,27,97,,,,,,26
12790,20005163,TeeMartin20005,2000,Tee Martin,Tee,Martin,QB,74,6,2,227,,,4.58,,,,,34.5,113,,5,Tennessee,34,163,11
12791,2000118,ChadPennington20001,2000,Chad Pennington,Chad,Pennington,QB,76,6,4,229,,,4.81,,,4.16,,33.5,111,,1,Marshall,18,18,25
12792,20007212,TimRattay20007,2000,Tim Rattay,Tim,Rattay,QB,73,6,1,215,,,4.91,,,4.21,,25.5,100,,7,Louisiana Tech,6,212,27
12793,2000375,ChrisRedman20003,2000,Chris Redman,Chris,Redman,QB,75,6,3,222,,,5.37,,,4.78,,26.5,98,,3,Louisville,13,75,16
12794,20006183,SpergonWynn20006,2000,Spergon Wynn,Spergon,Wynn,QB,76,6,4,229,,,4.91,,,4.59,,34,108,,6,Texas State University,17,183,25
12795,,DemarioBrown2000,2000,Demario Brown,Demario,Brown,RB,73,6,1,217,,,4.72,,,4.39,,31,107,,,,,,
12796,,KeithBrown2000,2000,Keith Brown,Keith,Brown,RB,71,5,11,216,,,4.66,,,4.08,,30,117,,,,,,
12797,2000131,TrungCanidate20001,2000,Trung Canidate,Trung,Canidate,RB,71,5,11,193,,,4.41,,,,,,,18,1,Arizona,31,31,
12798,2000388,DougChapman20003,2000,Doug Chapman,Doug,Chapman,RB,70,5,10,215,,,4.56,,,4.2,,38.5,128,16,3,Marshall,26,88,
12799,,ChrysChukwuma2000,2000,Chrys Chukwuma,Chrys,Chukwuma,RB,73,6,1,232,,,4.56,,,,,,115,,,,,,
12800,2000381,ReubenDroughns20003,2000,Reuben Droughns,Reuben,Droughns,RB,71,5,11,215,,,4.66,,,4.41,,30,115,13,3,Oregon,19,81,
12801,,DerrickFoster2000,2000,Derrick Foster,Derrick,Foster,RB,73,6,1,201,,,4.43,,,4.36,,34.5,117,19,,,,,
12802,20005153,DanteHall20005,2000,Dante Hall,Dante,Hall,RB,68,5,8,191,,,4.44,,,3.82,,38,123,18,5,Texas A&M,24,153,
12803,,TroyHambrick2000,2000,Troy Hambrick,Troy,Hambrick,RB,73,6,1,237,,,4.66,,,4.44,,34.5,118,21,,,,,
12804,20006171,ThomasHamner20006,2000,Thomas Hamner,Thomas,Hamner,RB,73,6,1,197,,,4.5,,,4.07,,32,125,17,6,Minnesota,5,171,
12805,,MarlionJackson2000,2000,Marlion Jackson,Marlion,Jackson,RB,73,6,1,242,,,4.6,,,4.14,,35.5,125,24,,,,,
12806,,RonneyJenkins2000,2000,Ronney Jenkins,Ronney,Jenkins,RB,71,5,11,184,,,4.5,,,,,,118,18,,,,,
12807,,MorganKane2000,2000,Morgan Kane,Morgan,Kane,RB,73,6,1,221,,,4.62,,,4.16,,37.5,121,29,,,,,
12808,2000497,CurtisKeaton20004,2000,Curtis Keaton,Curtis,Keaton,RB,70,5,10,214,,,4.41,,,3.93,,41.5,131,23,4,James Madison,3,97,
12809,200015,JamalLewis20001,2000,Jamal Lewis,Jamal,Lewis,RB,73,6,1,240,,,4.58,,,,,,,23,1,Tennessee,5,5,
12810,,KevinMcDougal2000,2000,Kevin McDougal,Kevin,McDougal,RB,73,6,1,206,,,4.63,,,4.12,,32,108,,,,,,
12811,20007252,RondellMealey20007,2000,Rondell Mealey,Rondell,Mealey,RB,73,6,1,212,,,4.69,,,4.15,,33,120,,7,LSU,46,252,
12812,20004115,FrankMoreau20004,2000,Frank Moreau,Frank,Moreau,RB,73,6,1,231,,,4.57,,,,,36,117,23,4,Louisville,21,115,
12813,20005166,ChadMorton20005,2000,Chad Morton,Chad,Morton,RB,68,5,8,182,,,4.5,,,,,36,121,18,5,USC,37,166,
12814,2000363,TravisPrentice20003,2000,Travis Prentice,Travis,Prentice,RB,73,6,1,225,,,4.5,,,4.4,,37,115,23,3,Miami (OH),1,63,
12815,2000376,J.R.Redmond20003,2000,J.R. Redmond,J.R.,Redmond,RB,73,6,1,216,,,4.48,,,,,32.5,121,,3,Arizona State,14,76,
12816,,PhillipRogers2000,2000,Phillip Rogers,Phillip,Rogers,RB,73,6,1,232,,,4.68,,,4.31,,37,124,19,,,,,
12817,,KetricSanford2000,2000,Ketric Sanford,Ketric,Sanford,RB,68,5,8,199,,,4.6,,,4.3,,32,118,12,,,,,
12818,,RashonSpikes2000,2000,Rashon Spikes,Rashon,Spikes,RB,71,5,11,204,,,4.78,,,4.47,,33,113,13,,,,,
12819,20007243,ShyroneStith20007,2000,Shyrone Stith,Shyrone,Stith,RB,68,5,8,204,,,4.6,,,4.14,,35,111,13,7,Virginia Tech,37,243,
12820,,AnthonyWhite2000,2000,Anthony White,Anthony,White,RB,73,6,1,195,,,4.68,,,4.24,,32.5,118,,,,,,
12821,,DestryWright2000,2000,Destry Wright,Destry,Wright,RB,71,5,11,216,,,4.84,,,4.41,,29.5,112,15,,,,,
12822,20006198,MattBowen20006,2000,Matt Bowen,Matt,Bowen,SS,73,6,1,201,,,4.49,,,4.09,,33,115,12,6,Iowa,32,198,
12823,2000239,MikeBrown20002,2000,Mike Brown,Mike,Brown,SS,70,5,10,204,,,4.59,,,4.01,,36,116,14,2,Nebraska,8,39,
12824,20004118,TyroneCarter20004,2000,Tyrone Carter,Tyrone,Carter,SS,68,5,8,190,,,4.5,,,4.19,,41,121,16,4,Minnesota,24,118,
12825,,AshleyCooper2000,2000,Ashley Cooper,Ashley,Cooper,SS,70,5,10,208,,,4.67,,,,,,117,16,,,,,
12826,2000257,DeonGrant20002,2000,Deon Grant,Deon,Grant,SS,74,6,2,209,,,4.5,,,,,,,15,2,Tennessee,26,57,
12827,,EricJohnson2000,2000,Eric Johnson,Eric,Johnson,SS,73,6,1,215,,,4.6,,,4.17,,38,121,12,,,,,
12828,,TinkerKeck2000,2000,Tinker Keck,Tinker,Keck,SS,73,6,1,200,,,4.55,,,4.31,,36.5,120,15,,,,,
12829,20005135,AricMorris20005,2000,Aric Morris,Aric,Morris,SS,70,5,10,211,,,4.56,,,,,,,24,5,Michigan State,6,135,
12830,20007236,ErikOlson20007,2000,Erik Olson,Erik,Olson,SS,73,6,1,208,,,4.63,,,4.21,,35,115,17,7,Colorado State,30,236,
12831,,JackWilliams2000,2000,Jack Williams,Jack,Williams,SS,70,5,10,206,,,4.72,,,4.65,,31.5,108,15,,,,,
12832,,KyleAllamon2000,2000,Kyle Allamon,Kyle,Allamon,TE,75,6,3,253,,,4.97,,,4.49,,29,104,,,,,,
12833,2000127,AnthonyBecht20001,2000,Anthony Becht,Anthony,Becht,TE,78,6,6,270,,,4.78,,,4.08,,33.5,123,,1,West Virginia,27,27,
12834,,CaseyCrawford2000,2000,Casey Crawford,Casey,Crawford,TE,78,6,6,244,,,4.83,,,,,,,18,,,,,
12835,,JoeDeanDavenport2000,2000,JoeDean Davenport,JoeDean,Davenport,TE,79,6,7,268,,,5.09,,,4.67,,30,108,13,,,,,
12836,,ZeronFlemister2000,2000,Zeron Flemister,Zeron,Flemister,TE,77,6,5,249,,,4.72,,,4.16,,37,116,14,,,,,
12837,20006204,JasonGavadza20006,2000,Jason Gavadza,Jason,Gavadza,TE,75,6,3,249,,,4.62,,,4.3,,32.5,113,22,6,Kent State,38,204,
12838,,JohnJones2000,2000,John Jones,John,Jones,TE,76,6,4,248,,,4.63,,,4.43,,38.5,125,13,,,,,
12839,,TerranceMcCaskey2000,2000,Terrance McCaskey,Terrance,McCaskey,TE,78,6,6,271,,,5,,,,,29,101,,,,,,
12840,,CarlosNuno2000,2000,Carlos Nuno,Carlos,Nuno,TE,76,6,4,263,,,5.03,,,,,28,,23,,,,,
12841,20005141,DaveStachelski20005,2000,Dave Stachelski,Dave,Stachelski,TE,75,6,3,250,,,4.78,,,4.14,,38,115,24,5,Boise State,12,141,
12842,20005164,JayTant20005,2000,Jay Tant,Jay,Tant,TE,75,6,3,255,,,4.75,,,,,,,31,5,Northwestern,35,164,
12843,20005157,JamesWhalen20005,2000,James Whalen,James,Whalen,TE,75,6,3,228,,,4.78,,,4.22,,31,110,,5,Kentucky,28,157,
12844,20005158,AustinWheatley20005,2000,Austin Wheatley,Austin,Wheatley,TE,76,6,4,254,,,4.66,,,4.18,,32.5,121,,5,Iowa,29,158,
12845,200018,PlaxicoBurress20001,2000,Plaxico Burress,Plaxico,Burress,WR,78,6,6,231,,,4.59,,,,,33,115,,1,Michigan State,8,8,
12846,,KwameCavil2000,2000,Kwame Cavil,Kwame,Cavil,WR,74,6,2,208,,,4.54,,,,,39.5,118,,,,,,
12847,2000370,ChrisCole20003,2000,Chris Cole,Chris,Cole,WR,73,6,1,191,,,4.37,2.52,1.48,4.09,6.78,37.5,125,,3,Texas A&M,8,70,
12848,,ChrisColeman2000,2000,Chris Coleman,Chris,Coleman,WR,73,6,1,211,,,4.61,,,4.1,,32.5,110,,,,,,
12849,2000378,LaveranuesColes20003,2000,Laveranues Coles,Laveranues,Coles,WR,71,5,11,192,,,4.41,,,4.39,,34,115,,3,Florida State,16,78,
12850,2000379,JaJuanDawson20003,2000,JaJuan Dawson,JaJuan,Dawson,WR,73,6,1,199,,,4.55,,,4.16,,34,117,,3,Tulane,17,79,
12851,2000366,RonDugans20003,2000,Ron Dugans,Ron,Dugans,WR,74,6,2,206,,,4.58,,,,,,117,,3,Florida State,4,66,
12852,,LarryFoster2000,2000,Larry Foster,Larry,Foster,WR,70,5,10,198,,,4.55,,,4.06,,37,121,,,,,,
12853,20004111,TrevorGaylor20004,2000,Trevor Gaylor,Trevor,Gaylor,WR,75,6,3,199,,,4.56,,,4.29,,37.5,121,,4,Miami (OH),17,111,
12854,20006200,SherrodGideon20006,2000,Sherrod Gideon,Sherrod,Gideon,WR,71,5,11,173,,,4.66,,,,,,,,6,Southern Miss,34,200,
12855,20005143,WindrellHayes20005,2000,Windrell Hayes,Windrell,Hayes,WR,71,5,11,204,,,4.5,,,4.18,,,,,5,USC,14,143,
12856,2000380,DarrellJackson20003,2000,Darrell Jackson,Darrell,Jackson,WR,73,6,1,197,,,4.56,,,,,,,,3,Florida,18,80,
12857,,MarcusKnight2000,2000,Marcus Knight,Marcus,Knight,WR,73,6,1,180,,,4.72,,,4.38,,28.5,106,,,,,,
12858,20007242,CharlesLee20007,2000,Charles Lee,Charles,Lee,WR,74,6,2,202,,,4.56,2.62,1.57,4.25,7.3,35.5,125,,7,UCF,36,242,
12859,20004114,AnthonyLucas20004,2000,Anthony Lucas,Anthony,Lucas,WR,75,6,3,194,,,4.53,,,,,35,121,,4,Arkansas,20,114,
12860,,ScottieMontgomery2000,2000,Scottie Montgomery,Scottie,Montgomery,WR,73,6,1,196,,,4.57,,,4.11,,36,117,,,,,,
12861,,WendellMontgomery2000,2000,Wendell Montgomery,Wendell,Montgomery,WR,75,6,3,203,,,4.81,,,4.24,,35.5,117,,,,,,
12862,20005154,MuneerMoore20005,2000,Muneer Moore,Muneer,Moore,WR,74,6,2,201,,,4.52,,,4.09,,37.5,129,,5,Richmond,25,154,
12863,2000121,SylvesterMorris20001,2000,Sylvester Morris,Sylvester,Morris,WR,75,6,3,216,,,4.6,,,4.17,,34.5,119,,1,Jackson State,21,21,
12864,2000232,DennisNorthcutt20002,2000,Dennis Northcutt,Dennis,Northcutt,WR,71,5,11,175,,,4.43,,,4.04,,37.5,123,,2,Arizona,1,32,
12865,20006172,MarenoPhilyaw20006,2000,Mareno Philyaw,Mareno,Philyaw,WR,74,6,2,205,,,4.66,,,4.13,,39.5,129,,6,Troy,6,172,
12866,2000499,GariScott20004,2000,Gari Scott,Gari,Scott,WR,73,6,1,194,,,4.59,,,,,33.5,119,,4,Michigan State,5,99,
12867,,R.JaySoward2000,2000,R.Jay Soward,R.Jay,Soward,WR,70,5,10,177,,,4.35,,,,,35,124,,,,,,
12868,,QuintonSpotwood2000,2000,Quinton Spotwood,Quinton,Spotwood,WR,71,5,11,184,,,4.55,,,,,33.5,123,,,,,,
12869,2000110,TravisTaylor20001,2000,Travis Taylor,Travis,Taylor,WR,73,6,1,199,,,4.43,,,,7.15,37,118,,1,Florida,10,10,
12870,20005165,TroyWalters20005,2000,Troy Walters,Troy,Walters,WR,67,5,7,171,,,4.55,,,3.84,,32.5,106,,5,Stanford,36,165,
12871,2000369,DezWhite20003,2000,Dez White,Dez,White,WR,73,6,1,218,,,4.62,,,4.09,,37.5,124,,3,Georgia Tech,7,69,
12872,20006175,JamesWilliams20006,2000,James Williams,James,Williams,WR,71,5,11,180,,,4.59,,,4.16,,36,123,,6,Marshall,9,175,
12873,,BashirYamini2000,2000,Bashir Yamini,Bashir,Yamini,WR,75,6,3,191,,,4.53,,,4.18,,33,130,,,,,,
12874,2000254,WilliamBartee20002,2000,William Bartee,William,Bartee,CB,73,6,1,192,,,4.43,,,3.99,,38.5,124,,2,Oklahoma,23,54,
13123,199911,TimCouch19991,1999,Tim Couch,Tim,Couch,QB,76,6,4,225,,,5.08,,,4.34,,31,,,1,Kentucky,1,1,22
13226,1999232,KevinJohnson19992,1999,Kevin Johnson,Kevin,Johnson,WR,71,5,11,194,,,4.41,,,3.86,,36.5,115,,2,Syracuse,1,32,
12884,1999362,DaylonMcCutcheon19993,1999,Daylon McCutcheon,Daylon,McCutcheon,CB,69,5,9,180,,,4.48,,,4.35,,36,118,13,3,USC,1,62,
12899,1999496,PaulMiranda19994,1999,Paul Miranda,Paul,Miranda,CB,70,5,10,180,,,4.42,,,4.1,,40.5,125,11,4,UCF,1,96,
13147,19995134,CecilCollins19995,1999,Cecil Collins,Cecil,Collins,RB,69,5,9,209,,,4.51,,,,,33,117,17,5,McNeese State,1,134,
13152,19997207,MadreHill19997,1999,Madre Hill,Madre,Hill,RB,73,6,1,199,,,4.54,,,4.31,,32,113,20,7,Arkansas,1,207,
13137,199912,DonovanMcNabb19991,1999,Donovan McNabb,Donovan,McNabb,QB,74,6,2,223,,,4.64,,,4.38,,33,117,,1,Syracuse,2,2,14
12880,1999233,CharlesFisher19992,1999,Charles Fisher,Charles,Fisher,CB,73,6,1,182,,,4.49,,,4.16,,38,124,10,2,West Virginia,2,33,
13116,1999497,JohnWelbourn19994,1999,John Welbourn,John,Welbourn,OT,77,6,5,317,,,5.09,,,4.88,,30,99,24,4,California,2,97,
13247,19996171,TaiStreets19996,1999,Tai Streets,Tai,Streets,WR,74,6,2,194,,,4.48,2.6,1.54,,,37,129,,6,Michigan,2,171,
13204,19997208,JedWeaver19997,1999,Jed Weaver,Jed,Weaver,TE,76,6,4,246,,,4.93,,,4.17,,31,106,19,7,Oregon,2,208,
13139,199913,AkiliSmith19991,1999,Akili Smith,Akili,Smith,QB,75,6,3,227,,,4.66,,,4.29,,34,114,,1,Oregon,3,3,26
13113,1999234,ChrisTerry19992,1999,Chris Terry,Chris,Terry,OT,77,6,5,291,,,5.07,,,4.41,,31,108,,2,Georgia,3,34,
13034,1999364,DougBrzezinski19993,1999,Doug Brzezinski,Doug,Brzezinski,OG,76,6,4,309,,,5.32,,,4.53,,26,98,26,3,Boston College,3,64,
13251,1999498,CraigYeast19994,1999,Craig Yeast,Craig,Yeast,WR,68,5,8,164,,,4.47,,,4.14,,32.5,112,,4,Kentucky,3,98,
13202,19995136,JerameTuman19995,1999,Jerame Tuman,Jerame,Tuman,TE,76,6,4,248,,,4.85,,,4.2,,33,113,23,5,Michigan,3,136,
12973,19996172,CecilMartin19996,1999,Cecil Martin,Cecil,Martin,FB,73,6,1,239,,,4.83,,,4.22,,35.5,110,22,6,Wisconsin,3,172,
13037,19997209,TonyCoats19997,1999,Tony Coats,Tony,Coats,OG,79,6,7,312,,,5.35,,,4.54,,30,101,21,7,Washington,3,209,
13156,199914,EdgerrinJames19991,1999,Edgerrin James,Edgerrin,James,RB,73,6,1,216,,,4.38,,,3.88,,,,,1,Miami (FL),4,4,
12996,1999235,BarryGardner19992,1999,Barry Gardner,Barry,Gardner,ILB,73,6,1,242,,,4.71,,,4.32,,33,113,25,2,Northwestern,4,35,
12980,1999365,CoryHall19993,1999,Cory Hall,Cory,Hall,FS,73,6,1,202,,,4.54,,,4.29,,36,123,17,3,Fresno State,4,65,
12877,1999499,AnthonyParker19994,1999,Anthony Parker,Anthony,Parker,CB,73,6,1,197,,,4.39,,,4.27,,31,113,8,4,Weber State,4,99,
12900,19995137,TyTalton19995,1999,Ty Talton,Ty,Talton,CB,73,6,1,202,,,4.61,,,4,,39,123,17,5,Northern Iowa,4,137,
12942,19996173,KellyGregg19996,1999,Kelly Gregg,Kelly,Gregg,DT,73,6,1,302,,,5.27,,,4.45,,24,96,26,6,Oklahoma,4,173,
13170,199915,RickyWilliams19991,1999,Ricky Williams,Ricky,Williams,RB,71,5,11,244,,,4.56,,,,,37,124,,1,Texas,5,5,
13079,1999236,MikePeterson19992,1999,Mike Peterson,Mike,Peterson,OLB,74,6,2,233,,,4.47,,,4.08,,36,118,18,2,Florida,5,36,
13114,1999366,RexTucker19993,1999,Rex Tucker,Rex,Tucker,OT,77,6,5,303,,,5.23,,,4.43,,30,106,27,3,Texas A&M,5,66,
13076,19994100,HannibalNavies19994,1999,Hannibal Navies,Hannibal,Navies,OLB,75,6,3,239,,,4.64,,,4.19,,33,114,18,4,Colorado,5,100,
12925,19995138,BradScioli19995,1999,Brad Scioli,Brad,Scioli,DE,75,6,3,277,,,4.92,,,4.27,,33.5,108,23,5,Penn State,5,138,
12957,19996174,MarcusSpriggs19996,1999,Marcus Spriggs,Marcus,Spriggs,DT,77,6,5,297,,,5.24,,,4.6,,27.5,99,25,6,Troy,5,174,
13222,199916,TorryHolt19991,1999,Torry Holt,Torry,Holt,WR,73,6,1,192,,,4.44,2.62,1.57,,,37,118,,1,North Carolina State,6,6,
13098,1999237,JonJansen19992,1999,Jon Jansen,Jon,Jansen,OT,79,6,7,305,,,5.3,,,4.61,,27,100,22,2,Michigan,6,37,
